Date,market_value,balance,stock_owned,price,action,amount
2024-12-11 12:00:00,101903.8237274872,62359.26415717469,88,449.3699951171875,buy,0
2024-12-11 12:15:00,101913.04589545594,62359.26415717469,88,449.47479248046875,buy,0
2024-12-11 12:30:00,101901.18383490907,62359.26415717469,88,449.3399963378906,buy,0
2024-12-11 12:45:00,101907.93261420594,62359.26415717469,88,449.41668701171875,buy,0
2024-12-11 13:00:00,101779.32413135377,44760.133976324476,127,448.9700012207031,buy,39
2024-12-11 13:15:00,101802.18320117799,44760.133976324476,127,449.1499938964844,sell,0
2024-12-11 13:30:00,101858.06351123659,44760.133976324476,127,449.5899963378906,buy,0
2024-12-11 13:45:00,101825.04227100221,44760.133976324476,127,449.3299865722656,sell,0
2024-12-11 14:00:00,101773.11520801393,44760.133976324476,127,448.9211120605469,sell,0
2024-12-11 14:15:00,101737.41583667604,44760.133976324476,127,448.6400146484375,buy,0
2024-12-11 14:30:00,101731.06351123659,44760.133976324476,127,448.5899963378906,buy,0
2024-12-11 14:45:00,101716.76205859987,44760.133976324476,127,448.4773864746094,buy,0
2024-12-11 15:00:00,101775.51428638307,44760.133976324476,127,448.94000244140625,sell,0
2024-12-11 15:15:00,101794.1953166565,44760.133976324476,127,449.08709716796875,sell,0
2024-12-11 15:30:00,101771.62692676393,44760.133976324476,127,448.9093933105469,buy,0
2024-12-11 15:45:00,101783.13397632448,44760.133976324476,127,449.0,buy,0
2024-12-12 09:30:00,102348.29715381471,44760.133976324476,127,453.4501037597656,buy,0
2024-12-12 09:45:00,102191.43851123659,44760.133976324476,127,452.2149963378906,buy,0
2024-12-12 10:00:00,101911.40727685549,8914.314137207046,206,451.44219970703125,buy,79
2024-12-12 10:15:00,102232.31413720705,8914.314137207046,206,453.0,buy,0
2024-12-12 10:30:00,102378.57237695315,8914.314137207046,206,453.7099914550781,buy,0
2024-12-12 10:45:00,102712.29137109377,8914.314137207046,206,455.3299865722656,buy,0
2024-12-12 11:00:00,102685.51665185549,8914.314137207046,206,455.20001220703125,buy,0
2024-12-12 11:15:00,102551.61162255862,8914.314137207046,206,454.54998779296875,buy,0
2024-12-12 11:30:00,102250.85338281252,8914.314137207046,206,453.0899963378906,sell,0
2024-12-12 11:45:00,102319.86162255862,8914.314137207046,206,453.42498779296875,sell,0
2024-12-12 12:00:00,102574.27489160158,8914.314137207046,206,454.6600036621094,buy,0
2024-12-12 12:15:00,102471.21202539065,8914.314137207046,206,454.1596984863281,buy,0
2024-12-12 12:30:00,102349.73564599612,8914.314137207046,206,453.57000732421875,buy,0
2024-12-12 12:45:00,102533.07237695315,8914.314137207046,206,454.4599914550781,buy,0
2024-12-12 13:00:00,102533.07237695315,8914.314137207046,206,454.4599914550781,sell,0
2024-12-12 13:15:00,102428.01665185549,8914.314137207046,206,453.95001220703125,buy,0
2024-12-12 13:30:00,102354.84038232424,8914.314137207046,206,453.59478759765625,buy,0
2024-12-12 13:45:00,102264.24388574221,8914.314137207046,206,453.1549987792969,buy,0
2024-12-12 14:00:00,102219.95464013674,8914.314137207046,206,452.94000244140625,buy,0
2024-12-12 14:15:00,102099.44640039065,8914.314137207046,206,452.3550109863281,sell,0
2024-12-12 14:30:00,102085.02489160158,8914.314137207046,206,452.2850036621094,buy,0
2024-12-12 14:45:00,102009.83690332033,8914.314137207046,206,451.9200134277344,buy,0
2024-12-12 15:00:00,101955.24388574221,8914.314137207046,206,451.6549987792969,buy,0
2024-12-12 15:15:00,101934.1271254883,8914.314137207046,206,451.552490234375,buy,0
2024-12-12 15:30:00,102002.64500878908,8914.314137207046,206,451.8851013183594,buy,0
